case_index,sha256,sha8,arch,decision,source_of_verdict,firmware_dir,binary_name,binary_path,file_type,heartbeat_string_count,heartbeat_string_sample,evidence,case_study_root,binary_path_abs
300,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC40A-4_V1.0_1.1.3_BUILD_190125_REL.47948N,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC40A-4_V1.0_1.1.3_BUILD_190125_REL.47948N/_IPcamera-tp-link_zh-1.0.1e__TL-IPC40A-4_V1.0_1.1.3_BUILD_190125_REL.47948N.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC40A-4_V1.0_1.1.3_BUILD_190125_REL.47948N/_IPcamera-tp-link_zh-1.0.1e__TL-IPC40A-4_V1.0_1.1.3_BUILD_190125_REL.47948N.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
301,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC42A-4_V1.0_1.1.4_BUILD_190524_REL.37335N,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC42A-4_V1.0_1.1.4_BUILD_190524_REL.37335N/_IPcamera-tp-link_zh-1.0.1e__TL-IPC42A-4_V1.0_1.1.4_BUILD_190524_REL.37335N.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC42A-4_V1.0_1.1.4_BUILD_190524_REL.37335N/_IPcamera-tp-link_zh-1.0.1e__TL-IPC42A-4_V1.0_1.1.4_BUILD_190524_REL.37335N.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
302,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC42A-4_V2.0_1.0.12_BUILD_190125_REL.46483N,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC42A-4_V2.0_1.0.12_BUILD_190125_REL.46483N/_IPcamera-tp-link_zh-1.0.1e__TL-IPC42A-4_V2.0_1.0.12_BUILD_190125_REL.46483N.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC42A-4_V2.0_1.0.12_BUILD_190125_REL.46483N/_IPcamera-tp-link_zh-1.0.1e__TL-IPC42A-4_V2.0_1.0.12_BUILD_190125_REL.46483N.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
303,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC42A-4_V4.0_1.0.7_BUILD_190125_REL.47216N,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC42A-4_V4.0_1.0.7_BUILD_190125_REL.47216N/_IPcamera-tp-link_zh-1.0.1e__TL-IPC42A-4_V4.0_1.0.7_BUILD_190125_REL.47216N.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC42A-4_V4.0_1.0.7_BUILD_190125_REL.47216N/_IPcamera-tp-link_zh-1.0.1e__TL-IPC42A-4_V4.0_1.0.7_BUILD_190125_REL.47216N.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
304,c50b68736a7254f94666b76e92ce3368792b4cbc7f80ca0ad954895f8c509868,c50b6873,mips,on,unique_hash_full_dolphin_reuse,others-tp-link_en-1.0.1e__re205v2_eu-up-ver1-0-0-P1_20180815,libssl.so.1.0.0,3-case-study/extracted/heartbleed/others-tp-link_en-1.0.1e__re205v2_eu-up-ver1-0-0-P1_20180815/_others-tp-link_en-1.0.1e__re205v2_eu-up-ver1-0-0-P1_20180815.bin.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS32 rel2 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"The winning tournament edge (edge_2) is the gate function `ssl3_read_bytes`, which contains a switch statement dispatching record type 24 (0x18 = TLS1_RT_HEARTBEAT) directly to `tls1_process_heartbeat(a1)`. This is the highest-authority gate evidence per the feature contract. Supporting evidence from edge_3 (`tls1_process_heartbeat`) shows the full RFC 6520 heartbeat implementation: reads 1-byte message type and 2-byte big-endian payload length, handles type 1 (request) by allocating a response buffer (type=2), memcpy-ing payload, appending 16 random bytes, and sending via `ssl3_write_bytes` with record type 24. Handles type 2 (response) with sequence number validation. Edge_1 (`dtls1_process_heartbeat`) provides the identical DTLS variant using `dtls1_write_bytes`. Edge_5 (`dtls1_read_bytes`) provides the DTLS gate dispatching case 24 to `dtls1_process_heartbeat`. Both TLS and DTLS heartbeat paths are fully implemented and reachable.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/others-tp-link_en-1.0.1e__re205v2_eu-up-ver1-0-0-P1_20180815/_others-tp-link_en-1.0.1e__re205v2_eu-up-ver1-0-0-P1_20180815.bin.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
305,c50b68736a7254f94666b76e92ce3368792b4cbc7f80ca0ad954895f8c509868,c50b6873,mips,on,unique_hash_full_dolphin_reuse,others-tp-link_en-1.0.1e__re300v1_eu-up-ver1-0-3-P1-20190222-rel39048-,libssl.so.1.0.0,3-case-study/extracted/heartbleed/others-tp-link_en-1.0.1e__re300v1_eu-up-ver1-0-3-P1-20190222-rel39048-/_others-tp-link_en-1.0.1e__re300v1_eu-up-ver1-0-3-P1-20190222-rel39048-.bin.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS32 rel2 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"The winning tournament edge (edge_2) is the gate function `ssl3_read_bytes`, which contains a switch statement dispatching record type 24 (0x18 = TLS1_RT_HEARTBEAT) directly to `tls1_process_heartbeat(a1)`. This is the highest-authority gate evidence per the feature contract. Supporting evidence from edge_3 (`tls1_process_heartbeat`) shows the full RFC 6520 heartbeat implementation: reads 1-byte message type and 2-byte big-endian payload length, handles type 1 (request) by allocating a response buffer (type=2), memcpy-ing payload, appending 16 random bytes, and sending via `ssl3_write_bytes` with record type 24. Handles type 2 (response) with sequence number validation. Edge_1 (`dtls1_process_heartbeat`) provides the identical DTLS variant using `dtls1_write_bytes`. Edge_5 (`dtls1_read_bytes`) provides the DTLS gate dispatching case 24 to `dtls1_process_heartbeat`. Both TLS and DTLS heartbeat paths are fully implemented and reachable.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/others-tp-link_en-1.0.1e__re300v1_eu-up-ver1-0-3-P1-20190222-rel39048-/_others-tp-link_en-1.0.1e__re300v1_eu-up-ver1-0-3-P1-20190222-rel39048-.bin.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
306,c50b68736a7254f94666b76e92ce3368792b4cbc7f80ca0ad954895f8c509868,c50b6873,mips,on,unique_hash_full_dolphin_reuse,others-tp-link_en-1.0.1e__re300v1_eu-up-ver1-0-4-P1-20190429-rel39688-,libssl.so.1.0.0,3-case-study/extracted/heartbleed/others-tp-link_en-1.0.1e__re300v1_eu-up-ver1-0-4-P1-20190429-rel39688-/_others-tp-link_en-1.0.1e__re300v1_eu-up-ver1-0-4-P1-20190429-rel39688-.bin.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS32 rel2 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"The winning tournament edge (edge_2) is the gate function `ssl3_read_bytes`, which contains a switch statement dispatching record type 24 (0x18 = TLS1_RT_HEARTBEAT) directly to `tls1_process_heartbeat(a1)`. This is the highest-authority gate evidence per the feature contract. Supporting evidence from edge_3 (`tls1_process_heartbeat`) shows the full RFC 6520 heartbeat implementation: reads 1-byte message type and 2-byte big-endian payload length, handles type 1 (request) by allocating a response buffer (type=2), memcpy-ing payload, appending 16 random bytes, and sending via `ssl3_write_bytes` with record type 24. Handles type 2 (response) with sequence number validation. Edge_1 (`dtls1_process_heartbeat`) provides the identical DTLS variant using `dtls1_write_bytes`. Edge_5 (`dtls1_read_bytes`) provides the DTLS gate dispatching case 24 to `dtls1_process_heartbeat`. Both TLS and DTLS heartbeat paths are fully implemented and reachable.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/others-tp-link_en-1.0.1e__re300v1_eu-up-ver1-0-4-P1-20190429-rel39688-/_others-tp-link_en-1.0.1e__re300v1_eu-up-ver1-0-4-P1-20190429-rel39688-.bin.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
307,c50b68736a7254f94666b76e92ce3368792b4cbc7f80ca0ad954895f8c509868,c50b6873,mips,on,unique_hash_full_dolphin_reuse,others-tp-link_en-1.0.1e__re305v3_eu-up-ver1-0-0-P1-20190123-rel41274-,libssl.so.1.0.0,3-case-study/extracted/heartbleed/others-tp-link_en-1.0.1e__re305v3_eu-up-ver1-0-0-P1-20190123-rel41274-/_others-tp-link_en-1.0.1e__re305v3_eu-up-ver1-0-0-P1-20190123-rel41274-.bin.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS32 rel2 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"The winning tournament edge (edge_2) is the gate function `ssl3_read_bytes`, which contains a switch statement dispatching record type 24 (0x18 = TLS1_RT_HEARTBEAT) directly to `tls1_process_heartbeat(a1)`. This is the highest-authority gate evidence per the feature contract. Supporting evidence from edge_3 (`tls1_process_heartbeat`) shows the full RFC 6520 heartbeat implementation: reads 1-byte message type and 2-byte big-endian payload length, handles type 1 (request) by allocating a response buffer (type=2), memcpy-ing payload, appending 16 random bytes, and sending via `ssl3_write_bytes` with record type 24. Handles type 2 (response) with sequence number validation. Edge_1 (`dtls1_process_heartbeat`) provides the identical DTLS variant using `dtls1_write_bytes`. Edge_5 (`dtls1_read_bytes`) provides the DTLS gate dispatching case 24 to `dtls1_process_heartbeat`. Both TLS and DTLS heartbeat paths are fully implemented and reachable.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/others-tp-link_en-1.0.1e__re305v3_eu-up-ver1-0-0-P1-20190123-rel41274-/_others-tp-link_en-1.0.1e__re305v3_eu-up-ver1-0-0-P1-20190123-rel41274-.bin.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
308,c50b68736a7254f94666b76e92ce3368792b4cbc7f80ca0ad954895f8c509868,c50b6873,mips,on,unique_hash_full_dolphin_reuse,others-tp-link_en-1.0.1e__re305v3_eu-up-ver1-0-1-P1-20190221-rel63495-,libssl.so.1.0.0,3-case-study/extracted/heartbleed/others-tp-link_en-1.0.1e__re305v3_eu-up-ver1-0-1-P1-20190221-rel63495-/_others-tp-link_en-1.0.1e__re305v3_eu-up-ver1-0-1-P1-20190221-rel63495-.bin.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS32 rel2 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"The winning tournament edge (edge_2) is the gate function `ssl3_read_bytes`, which contains a switch statement dispatching record type 24 (0x18 = TLS1_RT_HEARTBEAT) directly to `tls1_process_heartbeat(a1)`. This is the highest-authority gate evidence per the feature contract. Supporting evidence from edge_3 (`tls1_process_heartbeat`) shows the full RFC 6520 heartbeat implementation: reads 1-byte message type and 2-byte big-endian payload length, handles type 1 (request) by allocating a response buffer (type=2), memcpy-ing payload, appending 16 random bytes, and sending via `ssl3_write_bytes` with record type 24. Handles type 2 (response) with sequence number validation. Edge_1 (`dtls1_process_heartbeat`) provides the identical DTLS variant using `dtls1_write_bytes`. Edge_5 (`dtls1_read_bytes`) provides the DTLS gate dispatching case 24 to `dtls1_process_heartbeat`. Both TLS and DTLS heartbeat paths are fully implemented and reachable.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/others-tp-link_en-1.0.1e__re305v3_eu-up-ver1-0-1-P1-20190221-rel63495-/_others-tp-link_en-1.0.1e__re305v3_eu-up-ver1-0-1-P1-20190221-rel63495-.bin.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
309,d0c444439ebbfdc59192629c2c4a091caef7737b9e5d79ad3e2659bba4fbe085,d0c44443,arm,on,unique_hash_full_dolphin_reuse,others-tp-link_zh-1.0.1e__nvr6108pv1,libssl.so.1.0.0,3-case-study/extracted/heartbleed/others-tp-link_zh-1.0.1e__nvr6108pv1/_others-tp-link_zh-1.0.1e__nvr6108pv1.bin.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_2 (ssl3_read_bytes) contains the decisive gate: a switch statement on record type (v36) includes `case 24:` (0x18 = TLS1_RT_HEARTBEAT) that calls `tls1_process_heartbeat(a1)`, proving heartbeat messages are dispatched to the heartbeat handler. The implementation is confirmed by edge_3 (tls1_process_heartbeat): reads heartbeat type byte and 2-byte payload length from wire (`v10 = v7[2] | (v7[1] << 8)`), on type==1 allocates response buffer, sets type=2, calls `memcpy(v12+3, v9, v10)` using the wire-supplied length without bounds checking (Heartbleed pattern), then sends via `ssl3_write_bytes`. Edge_1 (dtls1_process_heartbeat) provides the DTLS variant with identical logic using `dtls1_write_bytes` and `dtls1_stop_timer`. Both TLS and DTLS heartbeat processing functions exist and are reachable through the ssl3_read_bytes dispatch gate.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/others-tp-link_zh-1.0.1e__nvr6108pv1/_others-tp-link_zh-1.0.1e__nvr6108pv1.bin.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
310,e7b6411bb901290a2038f1731e477363bd98876146ec6ee80e1d7dfbc59cb81e,e7b6411b,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC323K-X-V12.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC323K-X-V12.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC323K-X-V12.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS32 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"In ssl3_read_bytes (edge_2), the record-type switch statement contains: case 24: tls1_process_heartbeat(a1, 21); which dispatches TLS1_RT_HEARTBEAT (0x18) records to heartbeat processing. The tls1_process_heartbeat function (edge_3) reads a message type byte and a 2-byte payload length from the wire, allocates payload_length+19 bytes via CRYPTO_malloc, sets response type to 2, copies payload with memcpy(buf+3, input+3, payload_length) using the unvalidated wire-supplied length, appends 16 random bytes via RAND_pseudo_bytes, and sends the response via ssl3_write_bytes with content type 24. The dtls1_process_heartbeat function (edge_1) shows the same pattern using dtls1_write_bytes (source: d1_both.c:1474). Both the TLS and DTLS heartbeat processing implementations are present and reachable through their respective read-path gates.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC323K-X-V12.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC323K-X-V12.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
